id,gender,birth,degree
81231,M,2012-02-27,1f
81232,M,1994-05-09,1g
81233,M,1985-11-06,1b
81234,F,1993-05-01,1g
81235,F,2012-02-09,1f
81236,M,1988-01-09,1b
81237,F,1976-02-11,1g
81238,M,1957-11-16,1a
81239,F,2012-03-25,1f
81240,F,1991-12-28,1a
81241,F,1990-05-04,1b
81242,F,2012-04-26,1f
81243,F,1992-02-24,1b
81244,F,1989-08-27,1b
81245,M,1993-05-09,1g
81246,M,2014-05-07,1g
81247,F,1995-05-14,1g
81248,F,1997-03-22,1b
81249,F,1985-02-24,1c
81250,F,1997-11-06,1b
81251,M,1995-07-07,1a
81252,F,1989-09-25,1a
81253,M,1987-06-19,1d
81254,F,1987-09-09,1c
81255,M,1998-05-30,1c
81256,M,1993-03-03,1a
81257,M,1964-10-24,1b
81258,M,1947-07-30,1e
81259,M,1981-01-26,1b
81260,F,1964-02-06,1a
81261,F,1968-11-02,1b
81262,M,1966-09-30,1a
81263,F,1969-09-10,1g
81264,M,2012-06-18,1f
81265,F,2012-07-26,1f
81266,M,2012-03-03,1f
81267,F,2011-10-08,1f
81268,M,2012-08-11,1f
81269,M,2012-02-11,1f
81270,M,2012-02-24,1f
81271,F,2012-06-01,1f
81272,F,2011-10-01,1f
81273,F,2012-01-23,1f
81274,F,2012-04-20,1f
81275,F,2011-12-05,1f
81276,M,2011-09-21,1f
81277,M,1995-09-15,1g
81278,F,2011-12-20,1f
81279,M,2012-07-30,1f
81280,M,2012-03-31,1f
81281,M,2012-01-27,1f
81282,M,2011-10-24,1f
81283,M,2012-05-03,1f
81284,M,2011-12-22,1f
81285,M,2012-02-26,1f
81286,M,1975-12-26,1a
81287,M,1940-11-10,1b
81288,F,1951-11-14,1b
81289,F,1975-11-21,1b
81290,F,2015-01-25,1h
81291,M,1969-01-19,1a
81292,F,1995-06-11,1a
81293,M,2013-02-12,1h
81294,F,1983-05-05,1c
81295,M,1978-08-18,1d
81296,F,1962-07-29,1g
81297,M,2011-11-03,1f
81298,F,1992-01-10,1a
81299,F,1977-09-24,1b
81300,F,1998-06-13,1c
81301,M,1977-10-09,1a
81302,M,2015-02-06,1g
81303,F,1983-12-27,1c
81304,M,1957-10-15,1g
81305,F,1982-08-10,1b
81306,M,2012-07-19,1f
81307,M,1992-10-05,1b
81308,M,1996-02-16,1c
81309,F,1999-12-01,1g
81310,F,1992-02-06,1b
81311,M,2012-05-25,1f
81312,M,1997-10-01,1b
81313,F,1984-10-29,1g
81314,M,1995-09-30,1b
81315,F,1987-06-18,1b
81316,F,1992-07-21,1c
81317,F,1995-12-28,1e
81318,M,2012-04-27,1f
81319,F,1993-03-13,1c
81320,M,1992-03-04,1c
81321,F,1993-12-03,1a
81322,F,1990-12-07,1c
81323,F,1993-03-26,1b
81324,F,1987-09-11,1b
81325,F,1994-12-23,1a
81326,F,1956-10-26,1d
81327,M,2012-03-01,1f
81328,M,2011-10-15,1f
81329,M,2011-12-30,1f
81330,M,2012-01-07,1f
81331,M,2012-06-06,1f
81332,M,2012-04-24,1f
81333,M,1999-10-01,1c
81334,F,2011-09-15,1f
81335,F,2011-12-28,1f
81336,F,2012-05-08,1f
81337,M,2011-09-26,1f
81338,F,2012-07-25,1f
81339,F,2012-03-14,1f
81340,M,2011-12-07,1f
81341,F,2012-05-29,1f
81342,M,2012-06-15,1f
81343,F,2012-08-17,1f
81344,F,2011-12-15,1f
81345,M,1993-07-18,1b
81346,F,1980-12-26,1b
81347,F,1960-04-29,1g
81348,F,2000-10-17,1b
81349,F,1981-02-11,1c
81350,M,1981-01-12,1a
81351,M,1982-05-31,1b
81352,M,1991-05-15,1b
81353,M,1995-12-18,1b
81354,M,2016-10-27,1h
81355,F,1995-02-22,1b
81356,M,1954-02-04,1c
81357,F,1970-10-06,1c
81358,M,1982-04-25,1b
81359,M,1989-01-12,1b
81360,F,1989-01-12,1b
81361,M,1986-12-22,1d
81362,F,1985-07-14,1b
81363,M,1968-08-11,1a
81364,M,1966-12-26,1e
81365,M,1982-10-13,1b
81366,M,1994-02-23,1b
81367,F,1996-11-11,1c
81368,M,1977-12-08,1b
81369,F,1991-10-01,1b
81370,F,1986-03-28,1b
81371,M,1996-12-04,1b
81372,M,1933-02-01,1g
81373,M,1996-06-21,1b
81374,F,1994-12-29,1b
81375,F,1959-07-26,1g
81376,M,1985-10-30,1b
81377,F,1994-05-18,1b
81378,F,1974-07-21,1c
81379,M,2011-10-25,1g
81380,M,1987-07-09,1b
81381,M,1989-05-06,1a
81382,M,1980-12-07,1g
81383,F,1987-05-22,1a
81384,F,1996-01-15,1b
81385,F,2016-09-06,1g
81386,M,1989-09-23,1c
81387,F,2013-12-16,1h
81388,F,1992-11-24,1b
81389,M,1985-09-15,1c
81390,F,1997-06-08,1b
81391,F,1981-10-24,1b
81392,M,1995-03-27,1b
81393,M,1984-02-13,1g
81394,F,1994-07-10,1b
81395,M,1991-09-24,1b
81396,M,1983-03-20,1b
81397,M,1992-12-03,1a
81398,F,1970-04-10,1e
81399,M,1991-01-14,1b
81400,F,1980-11-17,1a
81401,M,1999-04-01,1d
81402,M,1995-08-21,1b
81403,F,1978-03-19,1a
81404,F,2009-03-02,1f
81405,F,1986-08-15,1c
81406,M,1989-08-31,1a
81407,F,1986-10-30,1b
81408,F,2014-04-17,1h
81409,M,2014-10-13,1h
81410,F,1997-05-16,1c
81411,M,1971-10-22,1c
81412,F,1990-09-14,1b
81413,F,1988-03-20,1b
81414,M,1986-03-09,1c
81415,M,1995-12-01,1b
81416,F,1994-09-22,1b
81417,F,1991-06-19,1b
81418,F,1991-04-30,1b
81419,M,1992-09-11,1b
81420,M,1991-03-14,1b
81421,M,2016-12-22,1h
81422,F,1990-01-07,1b
81423,M,1998-11-08,1b
81424,F,1991-07-03,1b
81425,M,1994-06-27,1b
81426,F,1995-09-10,1g
81427,F,1996-12-13,1b
81428,M,1983-10-22,1b
81429,F,2010-07-22,1g
81430,F,1990-05-06,1b
81431,F,1995-03-02,1b
81432,F,1994-07-15,1b
81433,M,1992-12-22,1b
81434,M,1991-03-17,1b
81435,M,1996-06-17,1c
81436,M,1993-11-08,1b
81437,F,1973-02-01,1c
81438,F,1987-05-24,1a
81439,F,1982-08-24,1b
81440,F,1994-03-01,1b
81441,M,1995-12-30,1b
81442,M,1998-01-22,1b
81443,F,1991-06-23,1a
81444,M,1982-10-21,1b
81445,F,1990-02-15,1b
81446,F,1987-12-01,1b
81447,F,1989-07-17,1b
81448,M,1992-01-09,1g
81449,F,1996-11-04,1b
81450,M,1992-12-31,1a
81451,M,1994-09-19,1c
81452,F,1989-08-14,1b
81453,M,1954-09-10,1g
81454,M,1990-06-27,1b
81455,F,1988-11-05,1b
81456,M,1995-06-26,1b
81457,M,2015-09-24,1h
81458,F,1982-08-01,1b
81459,M,1993-11-17,1b
81460,F,2012-02-20,1f
81461,M,2012-02-22,1f
81462,M,2011-10-24,1f
81463,M,2012-04-25,1f
81464,M,1999-01-12,1b
81465,F,2012-06-16,1f
81466,F,1987-09-25,1a
81467,F,1995-08-28,1a
81468,F,2012-04-27,1f
81469,M,2012-05-01,1f
81470,F,2012-05-22,1f
81471,M,2011-12-02,1f
81472,F,2011-11-24,1f
81473,F,1998-04-28,1b
81474,F,1976-12-06,1b
81475,F,1968-10-02,1g
81476,M,1983-12-03,1b
81477,M,1992-03-13,1a
81478,M,2012-02-07,1f
81479,M,1977-12-25,1g
81480,M,2012-06-14,1f
81481,M,2012-01-21,1f
81482,F,2012-05-18,1f
81483,F,2012-03-01,1f
81484,F,2012-02-29,1f
81485,F,1983-09-07,1b
81486,M,1965-07-18,1b
81487,M,2012-07-29,1f
81488,M,1990-08-13,1b
81489,F,1997-02-17,1c
81490,M,2011-10-25,1f
81491,M,2012-06-15,1f
81492,F,2014-02-05,1g
81493,F,1994-11-16,1b
81494,M,1992-05-13,1b
81495,F,1992-10-26,1d
81496,M,1982-01-23,1e
81497,F,1993-12-06,1b
81498,M,1968-08-01,1g
81499,F,1995-06-11,1b
81500,M,1996-08-29,1c
81501,M,1991-11-07,1c
81502,M,2012-02-23,1f
81503,F,1970-10-07,1b
81504,F,1995-03-21,1b
81505,M,1960-10-18,1b
81506,F,2012-01-01,1f
81507,F,1987-03-16,1b
81508,F,1989-10-06,1b
81509,M,2012-02-22,1f
81510,F,1995-04-03,1b
81511,M,1995-03-09,1b
81512,M,1996-07-08,1d
81513,M,2012-04-23,1f
81514,M,2012-05-01,1f
81515,F,1986-06-19,1b
81516,M,1995-07-14,1b
81517,F,1982-07-23,1b
81518,M,2013-01-04,1h
81519,F,1988-10-03,1b
81520,M,1972-12-03,1a
81521,M,1995-05-26,1a
81522,F,1994-04-28,1c
81523,M,1976-12-27,1g
81524,M,2012-04-25,1f
81525,F,1975-05-24,1c
81526,M,1987-06-04,1b
81527,M,1990-10-29,1b
81528,F,1990-07-16,1b
81529,F,1994-05-22,1g
81530,M,1990-11-04,1g
81531,F,1991-09-22,1a
81532,M,1998-06-06,1c
81533,M,2012-01-27,1f
81534,F,1988-10-19,1b
81535,M,2012-01-29,1f
81536,M,2012-02-11,1f
81537,F,1993-03-05,1b
81538,M,1987-05-16,1b
81539,F,2011-11-23,1f
81540,F,2011-09-16,1f
81541,M,1987-10-08,1b
81542,M,1996-01-03,1g
81543,M,1982-10-14,1g
81544,M,2012-05-16,1f
81545,F,2012-06-29,1f
81546,F,2012-08-23,1f
81547,F,2012-02-17,1f
81548,F,2012-05-24,1f
81549,M,2012-04-11,1f
81550,M,2012-06-21,1f
81551,F,2011-09-18,1f
81552,M,2011-10-08,1f
81553,M,2012-01-14,1f
81554,M,2011-10-08,1f
81555,F,2011-09-29,1f
81556,F,1996-01-24,1c
81557,F,2011-12-15,1f
81558,F,2012-07-03,1f
81559,F,1993-04-08,1b
81560,F,1988-10-01,1b
81561,M,2012-06-11,1f
81562,F,2011-09-22,1f
81563,M,2012-04-08,1f
81564,M,1974-11-26,1a
81565,F,1993-12-08,1g
81566,F,1973-05-14,1a
81567,M,2012-03-15,1f
81568,F,2012-04-14,1f
81569,M,1976-05-10,1a
81570,M,2015-01-17,1h
81571,M,1991-06-30,1a
81572,M,1989-12-05,1b
81573,F,2012-08-24,1f
81574,M,1996-09-29,1b
81575,F,1980-02-08,1c
81576,F,1992-09-07,1a
81577,M,1996-09-23,1g
81578,F,1978-12-27,1b
81579,F,2008-09-03,1f
81580,M,1988-08-15,1a
81581,F,1987-09-15,1b
81582,F,2017-03-21,1g
81583,F,1989-02-26,1b
81584,M,1994-12-16,1a
81585,F,1993-09-23,1b
81586,F,1993-07-16,1c
81587,F,2013-11-07,1h
81588,F,1988-12-15,1g
81589,M,2011-09-23,1f
81590,F,2012-06-22,1f
81591,F,1973-02-10,1c
81592,F,1988-11-29,1c
81593,F,1988-05-16,1c
81594,M,1995-02-24,1b
81595,F,1988-07-25,1e
81596,M,1963-11-26,1a
81597,M,1955-04-24,1g
81598,F,1978-07-08,1e
81599,M,1991-09-24,1b
81600,M,1983-11-29,1a
81601,M,1973-09-06,1b
81602,M,1989-11-23,1b
81603,F,1988-11-29,1a
81604,F,1994-12-03,1b
81605,F,2012-08-15,1f
81606,M,1992-01-19,1b
81607,M,1991-01-11,1b
81608,F,2012-01-28,1f
81609,F,1995-06-08,1b
81610,F,1988-10-08,1b
81611,M,1994-10-01,1b
81612,F,1979-11-26,1d
81613,F,1991-10-20,1b
81614,F,1993-07-08,1b
81615,M,1978-04-24,1c
81616,M,1989-08-07,1c
81617,F,1993-05-15,1b
81618,M,1996-06-15,1d
81619,M,1994-10-18,1b
81620,M,1998-02-15,1b
81621,M,2012-03-09,1f
81622,F,1996-07-04,1g
81623,F,1996-01-20,1g
81624,M,1992-04-27,1b
81625,M,1994-05-03,1g
81626,F,1994-04-29,1b
81627,F,1981-12-29,1b
81628,M,1987-04-10,1b
81629,M,1996-09-07,1g
81630,F,1994-12-11,1b
81631,F,1993-08-05,1a
81632,F,1994-07-08,1g
81633,M,1991-01-02,1a
81634,F,2012-05-31,1f
81635,M,2011-10-10,1f
81636,F,1996-04-21,1b
81637,F,1994-02-15,1b
81638,M,1994-06-06,1g
81639,M,1994-01-14,1c
81640,M,2012-02-16,1f
81641,F,1989-12-12,1e
81642,M,1992-10-29,1b
81643,F,1990-03-13,1g
81644,F,2012-08-22,1f
81645,F,1994-03-20,1c
81646,M,1996-10-02,1g
81647,F,1991-04-27,1b
81648,F,2012-07-27,1f
81649,M,2012-01-02,1f
81650,F,2011-09-09,1f
81651,M,2012-07-12,1f
81652,M,1997-10-27,1g
81653,M,1984-04-12,1a
81654,M,2012-05-22,1f
81655,F,2012-07-04,1f
81656,M,2011-10-24,1f
81657,M,2012-03-30,1f
81658,M,2012-07-04,1f
81659,M,2011-12-20,1f
81660,M,2011-11-03,1f
81661,M,2012-07-09,1f
81662,F,2011-12-20,1f
81663,F,2011-09-21,1f
81664,F,2012-01-11,1f
81665,F,2012-08-09,1f
81666,F,2012-01-24,1f
81667,F,2011-12-29,1f
81668,F,2012-05-08,1f
81669,F,2012-07-08,1f
81670,M,2012-04-18,1f
81671,M,2010-07-23,1f
81672,M,2012-02-13,1f
81673,M,2012-05-16,1f
81674,M,2012-05-18,1f
81675,M,2012-01-16,1f
81676,F,2012-06-18,1f
81677,F,2012-04-25,1f
81678,M,2011-10-22,1f
81679,F,2012-08-23,1f
81680,F,2012-07-18,1f
81681,M,2012-05-07,1f
81682,M,2011-11-05,1f
81683,F,2011-10-04,1f
81684,F,2012-03-30,1f
81685,M,2012-07-18,1f
81686,F,2012-06-27,1f
81687,F,2012-03-29,1f
81688,F,2012-08-02,1f
81689,M,2012-06-14,1f
81690,F,2012-02-10,1f
81691,F,2012-05-19,1f
81692,M,2011-12-16,1f
81693,F,2011-11-11,1f
81694,M,2012-01-10,1f
81695,F,2012-05-16,1f
81696,M,2012-07-30,1f
81697,M,2011-11-29,1f
81698,M,2012-04-25,1f
81699,F,2012-06-05,1f
81700,F,2011-11-03,1f
81701,F,2012-07-20,1f
81702,M,2012-01-22,1f
81703,M,2012-05-31,1f
81704,M,2012-06-05,1f
81705,M,2012-07-02,1f
81706,F,2012-04-22,1f
81707,M,2011-11-08,1f
81708,M,2011-10-05,1f
81709,M,2012-08-16,1f
81710,M,2012-07-13,1f
81711,F,2011-09-07,1f
81712,F,2012-04-11,1f
81713,F,2012-08-18,1f
81714,M,2011-11-13,1f
81715,F,2012-07-09,1f
81716,M,2012-07-09,1f
81717,M,2012-02-20,1f
81718,F,2012-05-27,1f
81719,M,2011-11-16,1f
81720,M,2012-02-17,1f
81721,M,2012-03-19,1f
81722,M,2012-02-27,1f
81723,F,2011-10-21,1f
81724,M,2012-07-20,1f
81725,F,2012-03-20,1f
81726,F,2012-04-28,1f
81727,F,2012-06-15,1f
81728,M,2012-08-01,1f
81729,M,2012-04-20,1f
81730,M,2011-09-20,1f
81731,F,2011-09-15,1f
81732,F,2012-03-05,1f
81733,F,2011-12-17,1f
81734,M,2012-02-15,1f
81735,M,2011-11-22,1f
81736,M,2011-11-24,1f
81737,M,2012-07-08,1f
81738,F,2012-06-05,1f
81739,F,2012-05-22,1f
81740,F,2012-02-26,1f
81741,M,2012-04-10,1f
81742,M,2012-01-20,1f
81743,F,2012-06-15,1f
81744,F,2011-11-17,1f
81745,F,2012-03-23,1f
81746,F,2011-11-30,1f
81747,M,2012-03-26,1f
81748,F,2012-04-19,1f
81749,M,1968-11-26,1a
81750,M,2012-05-15,1f
81751,M,2011-10-20,1f
81752,M,2012-05-07,1f
81753,F,1977-05-04,1c
81754,F,1994-07-18,1a
81755,F,2012-04-09,1f
81756,F,2014-10-24,1g
81757,M,1982-03-23,1g
81758,F,2012-04-25,1f
81759,F,2012-01-16,1f
81760,F,2011-10-09,1f
81761,F,2012-03-28,1f
81762,F,2012-02-23,1f
81763,F,2012-03-29,1f
81764,F,2012-08-20,1f
81765,F,1979-11-16,1a
81766,F,1994-02-07,1g
81767,F,1998-10-14,1b
81768,F,1951-12-27,1c
81769,M,2011-10-21,1f
81770,M,1986-10-06,1b
81771,M,2012-02-21,1f
81772,F,1941-07-09,1c
81773,F,2011-09-14,1f
81774,M,2012-02-19,1f
81775,M,1971-10-25,1b
81776,F,1995-12-26,1b
81777,F,1980-11-04,1b
81778,M,1978-05-16,1c
81779,M,1998-08-10,1c
81780,M,2011-11-03,1f
81781,M,2012-03-18,1f
81782,F,2012-08-13,1f
81783,F,2012-06-17,1f
81784,M,2012-01-05,1f
81785,F,2012-06-01,1f
81786,M,1989-08-07,1a
81787,F,1982-03-02,1c
81788,M,1973-01-21,1d
81789,F,2000-05-23,1d
81790,F,1966-10-19,1c
81791,F,1988-10-23,1b
81792,M,1994-07-19,1b
81793,F,2012-06-11,1f
81794,F,2012-08-20,1f
81795,F,1996-05-04,1b
81796,F,2012-01-28,1f
81797,F,2012-04-22,1f
81798,F,2012-02-24,1f
81799,F,2012-01-05,1f
81800,M,1982-09-28,1c
81801,F,2011-08-15,1f
81802,F,1995-06-22,1a
81803,F,1989-01-30,1a
81804,F,2011-11-09,1f
81805,M,2011-11-09,1f
81806,F,1991-10-06,1b
81807,F,1996-05-08,1c
81808,M,2011-09-04,1f
81809,F,2012-07-29,1f
81810,M,2012-08-29,1f
81811,F,2012-04-29,1f
81812,F,1989-12-07,1c
81813,F,2012-05-09,1f
81814,F,2012-04-30,1f
81815,F,2012-01-15,1f
81816,M,2012-04-05,1f
81817,M,1997-04-23,1g
81818,F,2012-08-17,1f
81819,F,2011-12-07,1f
81820,F,2011-10-31,1f
81821,M,2011-11-10,1f
81822,M,2012-03-09,1f
81823,M,2012-06-05,1f
81824,F,1994-05-06,1b
81825,M,2011-09-07,1f
81826,F,2012-05-03,1f
81827,F,2012-06-27,1f
81828,F,2012-01-16,1f
81829,M,2012-08-13,1f
81830,F,2011-12-20,1f
81831,M,2011-12-20,1f
81832,M,2012-01-17,1f
81833,M,2011-11-03,1f
81834,M,2011-09-26,1f
81835,M,2012-04-06,1f
81836,M,2012-02-23,1f
81837,F,2012-08-16,1f
81838,M,2012-06-03,1f
81839,F,2011-12-18,1f
81840,F,2012-05-10,1f
81841,F,2012-01-04,1f
81842,M,2012-07-05,1f
81843,M,2012-05-29,1f
81844,M,2012-08-12,1f
81845,M,2012-03-14,1f
81846,M,2011-10-22,1f
81847,M,2011-09-26,1f
81848,F,2011-10-23,1f
81849,F,2012-08-22,1f
81850,M,2012-02-28,1f
81851,M,2012-08-28,1f
81852,F,2012-07-13,1f
81853,F,2011-09-23,1f
81854,F,2012-02-09,1f
81855,M,2012-06-09,1f
81856,F,2011-12-21,1f
81857,F,2012-03-01,1f
81858,F,2012-02-02,1f
81859,M,2011-10-31,1f
81860,M,2012-08-16,1f
81861,M,2012-08-25,1f
81862,M,1990-07-12,1a
81863,F,1997-04-28,1b
81864,F,1984-07-08,1c
81865,F,2014-07-02,1g
81866,M,1997-01-01,1c
81867,F,1993-09-28,1a
81868,M,2012-08-30,1f
81869,M,2011-09-02,1f
81870,F,1995-04-12,1b
81871,F,1985-08-23,1c
81872,M,1976-11-10,1c
81873,F,2012-07-19,1f
81874,F,1982-11-24,1b
81875,F,1963-11-28,1c
81876,F,2012-07-29,1f
81877,F,1996-01-30,1b
81878,M,1991-09-10,1a
81879,M,1996-04-02,1c
81880,M,1982-09-25,1a
81881,M,2015-09-22,1h
81882,M,1991-11-05,1e
81883,M,1950-04-03,1a
81884,M,1995-10-05,1b
81885,F,1997-09-27,1b
81886,M,2011-12-08,1f
81887,F,1993-02-14,1b
81888,M,1967-05-10,1b
81889,F,1993-03-22,1b
81890,M,1991-08-06,1c
81891,F,1972-10-07,1c
81892,M,1995-09-28,1b
81893,F,2012-08-12,1f
81894,F,1989-02-08,1c
81895,M,1995-07-18,1a
81896,M,1961-10-31,1a
81897,F,1991-01-29,1a
81898,M,1995-01-08,1b
81899,F,2012-07-30,1f
81900,M,2017-03-24,1g
81901,F,1973-11-20,1b
81902,F,1995-04-08,1a
81903,M,2012-06-03,1f
81904,M,2011-09-21,1f
81905,F,2012-06-12,1f
81906,F,1997-12-03,1c
81907,M,2012-02-16,1f
81908,F,2012-06-04,1f
81909,M,2012-07-25,1f
81910,M,2012-08-28,1f
81911,F,2012-02-05,1f
81912,F,2011-11-13,1f
81913,M,2001-07-29,1d
81914,F,2012-02-05,1f
81915,F,1991-06-15,1b
81916,F,2016-03-02,1g
81917,F,1995-09-17,1g
81918,F,1977-09-19,1b
81919,F,2012-03-28,1f
81920,F,2012-02-06,1f
81921,M,2012-06-08,1f
81922,M,1990-03-01,1g
81923,M,2011-11-04,1f
81924,F,2014-05-13,1h
81925,F,2012-02-19,1f
81926,F,1992-10-03,1b
81927,M,2012-02-21,1f
81928,F,1987-11-25,1b
81929,F,1999-08-01,1b
81930,M,1994-11-04,1a
81931,F,1992-10-31,1d
81932,F,1996-10-27,1c
81933,F,2013-08-03,1g
81934,F,2012-02-21,1f
81935,F,1981-07-07,1b
81936,M,1985-05-10,1b
81937,M,2011-10-20,1f
81938,F,1994-09-21,1c
81939,F,2011-11-17,1f
81940,M,2011-10-24,1f
81941,M,2012-05-18,1f
81942,M,1942-12-06,1d
81943,M,2012-02-20,1f
81944,M,2012-07-23,1f
81945,F,2016-01-18,1g
81946,M,1973-04-09,1b
81947,M,1958-11-20,1g
81948,M,2012-08-16,1f
81949,F,2011-10-13,1f
81950,F,1993-09-22,1a
81951,M,1996-03-11,1b
81952,M,1996-12-08,1c
81953,F,1995-11-15,1b
81954,F,2012-02-03,1f
81955,M,2012-03-03,1f
81956,M,2012-01-01,1f
81957,M,2012-07-20,1f
81958,F,2011-10-26,1f
81959,F,2012-08-01,1f
81960,F,2011-09-28,1f
81961,F,2012-05-16,1f
81962,M,1993-04-04,1a
81963,F,2012-08-30,1f
81964,M,2012-04-18,1f
81965,M,2011-10-18,1f
81966,F,2012-01-20,1f
81967,F,2011-11-06,1f
81968,F,2012-07-03,1f
81969,M,2012-02-27,1f
81970,F,2012-07-31,1f
81971,M,2011-12-08,1f
81972,M,2012-04-09,1f
81973,F,2011-10-28,1f
81974,F,2011-10-17,1f
81975,M,2011-10-24,1f
81976,F,2011-11-04,1f
81977,F,1996-12-24,1a
81978,F,2012-03-29,1f
81979,M,1989-08-29,1a
81980,M,1998-07-05,1c
81981,F,1990-09-19,1c
81982,F,1995-11-29,1b
81983,M,1981-01-28,1b
81984,F,1992-05-01,1c
81985,F,1990-08-29,1b
81986,M,1977-09-24,1b
81987,F,1955-07-25,1e
81988,F,1990-06-24,1a
81989,M,1952-06-21,1c
81990,M,2012-04-01,1f
81991,F,1990-09-22,1a
81992,M,1977-08-19,1g
81993,M,1992-09-17,1a
81994,F,1977-05-17,1g
81995,F,1992-06-12,1b
81996,M,2011-10-28,1f
81997,F,1995-09-25,1a
81998,M,2015-05-28,1h
81999,F,1953-11-07,1b
82000,M,1994-04-03,1b
82001,M,1975-07-20,1b
82002,M,2011-10-27,1g
82003,F,1996-03-03,1b
82004,F,1989-12-12,1c
82005,F,1973-12-18,1g
82006,F,1989-07-20,1b
82007,M,1992-03-11,1b
82008,F,1994-07-31,1b
82009,M,1995-03-26,1b
82010,F,1990-03-11,1b
82011,F,1989-08-05,1a
82012,F,1995-02-22,1b
82013,M,2014-12-04,1h
82014,M,1996-06-26,1b
82015,M,1995-04-04,1g
82016,M,2014-09-10,1g
82017,M,1961-12-10,1c
82018,F,1991-11-04,1b
82019,F,1993-07-28,1b
82020,F,1983-11-14,1b
82021,M,1980-01-21,1a
82022,M,1983-10-16,1g
82023,F,1992-09-17,1b
82024,F,1972-09-05,1a
82025,F,2015-08-26,1h
82026,F,1988-06-06,1a
82027,M,1992-12-14,1b
82028,F,1994-06-05,1b
82029,M,1981-02-04,1d
82030,F,1990-09-10,1c
82031,F,2014-08-30,1g
82032,F,1993-12-27,1b
82033,M,1993-04-05,1a
82034,F,1995-04-09,1c
82035,M,1985-01-11,1c
82036,F,1994-09-13,1b
82037,F,1994-05-10,1b
82038,F,1996-12-28,1b
82039,M,1996-06-20,1b
82040,M,1994-09-01,1b
82041,M,1993-02-16,1a
82042,M,2012-12-31,1g
82043,F,1998-03-28,1g
82044,F,1995-04-12,1b
82045,M,1979-12-13,1a
82046,M,1990-10-19,1a
82047,F,1984-12-29,1b
82048,M,2012-09-27,1g
82049,M,1986-12-24,1a
82050,M,2012-09-25,1g
82051,F,1991-11-19,1b
82052,M,1995-12-26,1b
82053,F,2012-08-27,1f
82054,M,1993-12-18,1a
82055,M,1986-12-28,1b
82056,F,2010-12-13,1f
82057,M,1972-01-31,1b
82058,M,1993-11-29,1b
82059,M,1976-10-19,1a
82060,F,1996-04-04,1b
82061,F,1993-08-13,1g
82062,F,1980-06-22,1c
82063,F,1993-01-20,1g
82064,M,1992-11-29,1d
82065,M,1986-10-08,1g
82066,M,1986-05-23,1b
82067,F,1981-07-02,1b
82068,F,1978-02-10,1b
82069,F,1995-11-10,1b
82070,F,1995-10-31,1b
82071,M,2013-06-09,1g
82072,F,1979-12-31,1c
82073,M,1994-02-08,1b
82074,M,1981-02-10,1a
82075,M,1988-09-14,1a
82076,M,1985-12-08,1a
82077,F,1985-02-18,1b
82078,F,1993-02-28,1a
82079,F,1994-02-25,1b
82080,M,1990-11-08,1b
82081,F,1983-01-18,1g
82082,F,1993-02-02,1a
82083,M,2012-03-06,1f
82084,M,1990-10-20,1c
82085,F,2014-05-02,1h
82086,F,1992-03-27,1b
82087,M,1998-06-12,1d
82088,F,1990-05-03,1a
82089,F,1992-03-26,1b
82090,F,1991-11-03,1a
82091,F,1978-02-05,1b
82092,M,1992-06-27,1b
82093,F,1996-07-23,1b
82094,F,1988-03-05,1c
82095,M,2000-01-09,1b
82096,F,1993-12-25,1c
82097,M,1993-09-10,1g
82098,F,1977-10-28,1b
82099,F,1990-08-04,1b
82100,M,1995-11-01,1b
82101,F,2014-08-11,1h
82102,F,1995-01-02,1g
82103,F,1988-11-23,1b
82104,M,1992-03-03,1a
82105,M,1996-04-11,1b
82106,M,1985-08-17,1b
82107,F,1992-02-26,1a
82108,M,1991-10-29,1b
82109,F,1995-10-26,1c
82110,F,1992-02-24,1a
82111,F,1995-12-22,1b
82112,M,1994-10-08,1g
82113,M,1986-05-28,1b
82114,F,1980-09-26,1g
82115,M,1996-11-24,1g
82116,F,1997-02-13,1c
82117,F,1993-03-06,1a
82118,M,1993-08-20,1g
82119,M,1990-09-11,1g
82120,F,1973-06-11,1g
82121,F,1967-05-01,1b
82122,M,1998-11-02,1g
82123,F,2012-06-20,1f
82124,F,2012-08-16,1f
82125,F,2012-03-01,1f
82126,F,2011-09-04,1f
82127,M,1975-09-26,1b
82128,M,1986-04-10,1d
82129,F,1979-10-11,1b
82130,F,1988-03-01,1b
82131,M,1993-03-02,1a
82132,M,1964-09-10,1c
82133,M,1992-07-28,1d
82134,M,1991-05-23,1b
82135,M,1993-06-01,1b
82136,F,1995-11-18,1b
82137,M,1996-01-01,1b
82138,F,1989-12-12,1b
82139,F,1994-12-23,1c
82140,F,1996-02-02,1c
82141,M,1969-01-07,1a
82142,M,1981-10-29,1b
82143,F,1995-01-11,1b
82144,F,1992-07-31,1a
82145,M,1975-10-08,1a
82146,M,1993-04-22,1b
82147,F,1996-05-13,1b
82148,F,1995-11-26,1g
82149,M,1989-11-15,1a
82150,M,1991-02-25,1b
82151,M,1993-02-11,1b
82152,F,1992-09-07,1a
82153,F,1992-12-04,1b
82154,F,1991-03-21,1b
82155,F,1988-07-04,1a
82156,F,2014-04-20,1h
82157,F,1981-09-18,1d
82158,F,1993-04-03,1g
82159,F,1993-02-08,1a
82160,M,1992-09-22,1a
82161,F,2015-07-01,1g
82162,M,1980-09-20,1b
